existence_confidence,target,lemmed_tweets,stemmed_tweets
0.6756,1,kolkata green mall aim reverse warmingby ajitha menon kolkata feb green mall,kolkata green mall aim revers warmingbi ajitha menon kolkata feb green mall
1.0,2,fashion tupperware dud new york fashion week avoidglobalwarmingcom follow zuzanas fashion ha,fashion tupperwar dud new york fashion week avoidglobalwarmingcom follow zuzana fashion ha
0.6411,1,save endanger specie turtle hotel poach egg accidental snare net ab,save endang speci turtl hotel poach egg accident snare net ab
0.6606,0,great collapseas science scandal come air go climatechange,great collapsea scienc scandal come air gone climatechang
1.0,1,link cause wolverine decline canada bbc physicist discovers teleport energy,link caus wolverin declin canada bbc physicist discov teleport energi
1.0,1,green birthday gift plant tree region strategically select offset,green birthday gift plant tree region strateg select offset
0.6559999999999999,2,dr rajendra k pachauri masturbation save worlda story sex disaster onanism,dr rajendra k pachauri masturb save worlda stori sex disast onan
0.6961,2,izzzygutman head panel clock half million mile air travel telegraphcouk,izzzygutman head panel clock half million mile air travel telegraphcouk
0.3522,1,jersey shore alert,jersey shore alert
0.6674,0,kokomoko warmingclimate changeunicorns crazy thing dont try understand better tell truth trust em,kokomoko warmingclim changeunicorn crazi thing dont tri understand better tell truth trust em
0.6228,0,yo just note great jersey shore gettin good heap inch hour thanks al,yo just note great jersey shore gettin good heap inch hour thank al
1.0,2,p norwegian nobel committee time magazine problem truth,p norwegian nobel committe time magazin problem truth
1.0,1,rochdalian maybe ironic byproduct new southern snowbelt,rochdalian mayb iron byproduct new southern snowbelt
0.4761,1,thatsright oh wow sure force,thatsright oh wow sure forc
0.7127,1,alert est,alert est
0.3743,0,texasps maamim drunk bloggin fiasco happen speak backyard love snow,texasp maamim drunk bloggin fiasco happen speak backyard love snow
0.6469,0,free reading loony standard examiner blog letter tho mypsychicsonlineinf,free read looni standard examin blog letter tho mypsychicsonlineinf
0.6509,0,byu scientist refute utah committee assertationsstate lawmaker find,byu scientist refut utah committe assertationsst lawmak find
0.6483,2,infowarsdont care say get warmer fact storm world get strongerfact,infowarsdont care say get warmer fact storm world get strongerfact
1.0,0,oxchris snow blame mean cool mean oh know bull,oxchri snow blame mean cool mean oh know bull
0.6698,0,snow january thought set look like double short setup,snow januari thought set look like doubl short setup
1.0,1,sec recognizes material business risk,sec recogn materi busi risk
1.0,2,sec recognizes material business risk,sec recogn materi busi risk
0.6668,1,sec recognizes material business risk,sec recogn materi busi risk
0.6978,1,libberated epa finish report snow workroflmfao,libber epa finish report snow workroflmfao
0.6231,1,epa finish report snow work,epa finish report snow work
1.0,0,wsmco tie liberal scum snowplow dc drag moron vote,wsmco tie liber scum snowplow dc drag moron vote
1.0,0,tie liberal scum snowplow dc drag moron vote,tie liber scum snowplow dc drag moron vote
0.6689,0,great unravel,great unravel
1.0,1,economics align energy,econom align energi
1.0,1,kill canadian wolverine,kill canadian wolverin
0.6722,1,token ga thats just wrong told underdad life hawaii weatherboarding offense onetokenblack,token ga that just wrong told underdad live hawaii weatherboard offens onetokenblack
0.6531,1,hiding decline maple syrup,hide declin mapl syrup
1.0,1,gop doesnt comprehend diff btw weather rt gottalaff va gop us blizzard lie,gop doesnt comprehend diff btw weather rt gottalaff va gop use blizzard lie
1.0,2,kennedyschool new york time andrew revkin au matthew nisbet urge well communication,kennedyschool new york time andrew revkin au matthew nisbet urg better commun
1.0,1,arctic change faster expect reuters reuters transform arctic e,arctic chang faster expect reuter reuter transform arctic e
0.634,0,july,juli
0.6402,1,check popular gps video educational video environment poverty watch,check popular gp video educ video environ poverti watch
0.6888,2,india ditch group,india ditch group
0.6025,1,prince charles skeptic liar,princ charl skeptic liar
1.0,2,conference food security release,confer food secur releas
1.0,2,slashdot india ditch group,slashdot india ditch group
1.0,1,prince charles skeptic liar,princ charl skeptic liar
1.0,0,british public increasingly sceptical bbc flipbooks news,british public increasingli sceptic bbc flipbook news
0.6858,1,p study say arctic ice melt cost economy trillion,p studi say arctic ice melt cost economi trillion
0.6602,2,telegraphnews room doubt,telegraphnew room doubt
1.0,1,important video watch laurie david green guide stop globalwarning green eco climatechange,import video watch lauri david green guid stop globalwarn green eco climatechang
0.6682,0,fraud india form new body,fraud india form new bodi
0.667,2,warmingtime act video search engine fooooo ntdtv chinese dance competition notewort,warmingtim act video search engin fooooo ntdtv chines danc competit notewort
1.0,0,scam scam scam eu parliament member rip hysteria tcot p gop teaparty,scam scam scam eu parliament member rip hysteria tcot p gop teaparti
1.0,1,deforestation increase impact earth,deforest increas impact earth
0.5288,0,gridlock fact brush fanatic o,gridlock fact brush fanat o
1.0,1,wolverine match forget polar bear penguin charismatic megafauna suffer,wolverin match forget polar bear penguin charismat megafauna suffer
0.6876,1,aid wont additional harder imagine true carbon deal development problem,aid wont addit harder imagin true carbon deal develop problem
1.0,0,brilliant stephenathome think agree prius disaster prof doesnt exist,brilliant stephenathom think agre priu disast prove doesnt exist
0.6723,1,allconcern enviroment traditional indigenous knowledge stephen leahy,allconcern enviro tradit indigen knowledg stephen leahi
0.6839,0,activist freeze death antarctica tcot,activist freez death antarctica tcot
1.0,0,think agree prius disaster prof doesnt exist stephenathome,think agre priu disast prove doesnt exist stephenathom
0.6518,0,gregwhoward msm driven scientific panic sound lot like,gregwhoward msm driven scientif panic sound lot like
0.6717,1,friday afternoon ignoranceoff virginia gop snow mean v tea party speaker diversity evil,friday afternoon ignoranceoff virginia gop snow mean vs tea parti speaker divers evil
0.6868,2,examine grand valley levelthe issue topic hot debate,examin grand valley levelth issu topic hot debat
0.6596,2,energy news february activist take,energi news februari activist took
1.0,1,new facility expect clarify ecosystem response doeoak ridge national laboratory,new facil expect clarifi ecosystem respons doeoak ridg nation laboratori
1.0,1,certainty science waitandsee policy observe center americ,certainti scienc waitandse polici observ center amer
0.6792,0,virginia gop us snow mock attack capandtrade,virginia gop use snow mock attack capandtrad
1.0,1,positive proof pic,posit proof pic
0.6814,2,hahahouser dad do everytime snow he like,hahahous dad doe everytim snow he like
0.3792,2,photo precarious home threaten,photo precari home threaten
1.0,1,moderate increase wipe specie wildlife green nature eco,moder increas wipe speci wildlif green natur eco
0.6704,2,ethnosproject great video conversation earth indigenous voice,ethnosproject great video convers earth indigen voic
0.6467,1,expert refutes copenhagen myth defends copenhagen accord,expert refut copenhagen myth defend copenhagen accord
0.7267,1,amanpourcnn china fuck say let hell,amanpourcnn china fuck say let hell
0.6574,1,hey smarta insert location happens unseasonably cold second oh meant dumbass,hey smartass insert locat happen unseason cold second oh meant dumbass
0.6585,2,police question sceptic scientist climategate email leakdetectives interviewed,polic question sceptic scientist climateg email leakdetect interview
0.6365,2,chrisjhorn rudd foot skeptic challenge,chrisjhorn rudd foot skeptic challeng
0.5214,0,laurence tribe suit dismiss politicalquestion doctrine adler,laurenc tribe suit dismiss politicalquest doctrin adler
1.0,2,activist wont delay united nation youth mvmt,activist wont delay unit nation youth mvmt
1.0,1,pachauri insists science remains totally validnew delhi feb intergovernmental,pachauri insist scienc remain total validnew delhi feb intergovernment
0.6348,1,pachauri insists science remains totally validnew delhi feb intergovernmental,pachauri insist scienc remain total validnew delhi feb intergovernment
1.0,1,pachauri insists science remains totally validnew delhi feb intergovernmental,pachauri insist scienc remain total validnew delhi feb intergovernment
0.6707,1,whats cheap easy way curb seal leak pr web press releasenewark nj prweb februa,what cheap easi way curb seal leak pr web press releasenewark nj prweb februa
0.6336,1,africa warminglagos group call africa group spoke person ethiopian leader meles,africa warminglago group call africa group spoke person ethiopian leader mele
1.0,1,africa africa group call africa group spoke person ethiopian l africa,africa africa group call africa group spoke person ethiopian l africa
0.5098,2,india say central talk bloomberg india say united nation framework conventi,india say central talk bloomberg india said unit nation framework conventi
0.6657,0,sexyjada yeah wil hell snow storm happen lol luck pas nyc,sexyjada yeah wil hell snow storm happen lol luck pass nyc
1.0,1,official science delhi talk bbc news new zealand heraldofficials s,offici scienc delhi talk bbc news new zealand heraldoffici s
